Date,Open,High,Low,Close,Volume,Daily_Return,MA_5,MA_15,MA_20,Volatility_20D,Ticker
2/3/2021,6214.715044,6214.715044,6059.347168,6059.347168,67291000,0.003676454,6055.796387,6166.77347,6207.169092,0.016540391,BBCA.JK
2/4/2021,6143.690497,6214.715821,6068.226091,6085.982422,80950500,0.00439573,6047.806152,6157.007552,6202.286108,0.01656132,BBCA.JK
2/5/2021,6099.299235,6170.324553,6085.981988,6139.250977,51602000,0.008752663,6075.328223,6154.640039,6196.293359,0.016437687,BBCA.JK
2/8/2021,6259.106082,6263.545164,6108.177283,6143.689941,45604000,0.000723047,6093.084473,6142.802474,6177.427246,0.013038084,BBCA.JK
2/9/2021,6214.716293,6241.350792,6174.764546,6196.959961,75574000,0.008670688,6125.046094,6135.995898,6169.436938,0.012159725,BBCA.JK
2/10/2021,6259.106082,6259.106082,6125.933612,6143.689941,44984500,-0.008596154,6141.914648,6125.637988,6160.558765,0.012235232,BBCA.JK
2/11/2021,6201.397974,6201.397974,6072.664588,6108.177246,36926000,-0.005780353,6146.353613,6114.096354,6154.344067,0.011919472,BBCA.JK
2/15/2021,6063.786349,6117.055336,5966.12654,6037.151855,83922000,-0.011627919,6125.933789,6097.52373,6147.463477,0.012017859,BBCA.JK
2/16/2021,6108.177301,6165.885371,6063.786478,6161.446289,47221000,0.020588257,6129.485059,6091.900879,6139.47312,0.011693627,BBCA.JK
2/17/2021,6117.055429,6179.202582,6081.542771,6125.933594,66011500,-0.005763695,6115.279785,6096.635872,6130.81687,0.011727713,BBCA.JK
2/18/2021,6081.543734,6125.934564,5979.444824,5979.444824,91204000,-0.023912889,6082.430762,6093.380599,6114.836182,0.01275895,BBCA.JK
2/19/2021,6019.395428,6081.542579,6001.6391,6059.347168,70487500,0.013362837,6072.664746,6088.941504,6103.738452,0.013243046,BBCA.JK
2/22/2021,6125.933739,6161.446398,6028.273926,6028.273926,68913000,-0.00512815,6070.88916,6090.717057,6090.865088,0.013251194,BBCA.JK
2/23/2021,6054.908086,6077.103497,6014.956346,6059.347168,58360000,0.005154584,6050.469336,6091.012956,6081.542993,0.013302146,BBCA.JK
2/24/2021,6059.347072,6068.225236,5970.56543,5970.56543,71869000,-0.01465203,6019.395703,6086.573861,6077.32583,0.011866598,BBCA.JK
2/25/2021,5983.883147,6010.517642,5930.614158,5952.80957,78688000,-0.002973899,6014.068652,6079.471354,6073.552612,0.011847066,BBCA.JK
2/26/2021,5952.809453,6046.030182,5899.540464,5957.248535,173631500,0.000745692,5993.648926,6070.889095,6065.118359,0.011181455,BBCA.JK
3/1/2021,6063.786452,6254.666992,6037.151958,6254.666992,205539000,0.049925474,6038.927539,6078.583496,6077.769678,0.015213233,BBCA.JK
3/2/2021,6321.253447,6356.766107,6214.715467,6228.032715,81446500,-0.004258305,6072.664648,6084.206348,6086.425879,0.015192234,BBCA.JK
3/3/2021,6272.423403,6290.179732,6214.715332,6214.715332,84470000,-0.002138297,6121.494629,6085.390039,6095.304053,0.01518102,BBCA.JK
3/4/2021,6130.373008,6214.715576,5966.126953,5966.126953,120802500,-0.039999962,6124.158105,6073.552507,6090.643042,0.017779372,BBCA.JK
3/5/2021,5966.12654,6148.128912,5966.12654,6037.151855,111871500,0.011904692,6140.13877,6068.81748,6088.201514,0.017969258,BBCA.JK
3/8/2021,6170.324751,6170.324751,5966.126953,5966.126953,90883000,-0.011764637,6082.430762,6064.082487,6079.545313,0.018013846,BBCA.JK
3/9/2021,5948.370397,5961.687645,5859.58875,5864.027832,135582000,-0.017113133,6009.629785,6044.25459,6065.562207,0.018348074,BBCA.JK
3/10/2021,5966.126818,5966.126818,5877.345169,5952.80957,50302000,0.015140061,5957.248633,6032.712988,6053.354688,0.018604444,BBCA.JK
3/12/2021,6103.738428,6108.177511,5961.687788,6006.078613,74328000,0.008948555,5965.238965,6034.488574,6046.474121,0.018682799,BBCA.JK
3/15/2021,6050.469348,6054.90843,5917.296875,5917.296875,57416000,-0.014781981,5941.267969,6025.018555,6036.930103,0.018911878,BBCA.JK
3/16/2021,5957.248086,5957.248086,5877.344609,5881.783691,70755500,-0.006001589,5924.399316,6015.252539,6029.161694,0.018793474,BBCA.JK
3/17/2021,5903.979455,5917.296702,5864.027715,5868.466797,71474500,-0.002264091,5925.287109,6002.527181,6014.51272,0.01808448,BBCA.JK
3/18/2021,5877.345169,5966.126818,5868.467004,5952.80957,70067500,0.014372199,5925.287109,6001.343457,6005.856519,0.018437302,BBCA.JK
3/19/2021,6010.518792,6010.518792,5881.785376,6001.640625,125853000,0.008203027,5924.399512,6004.598861,6006.966309,0.017747241,BBCA.JK
3/22/2021,5895.101055,5930.613712,5868.466562,5877.344727,67523500,-0.02071032,5916.409082,5999.27194,5997.866187,0.01806333,BBCA.JK
3/23/2021,5966.12719,5966.12719,5819.63746,5828.515625,127762500,-0.008308021,5905.755469,5970.861849,5987.878271,0.018112083,BBCA.JK
3/24/2021,5784.124321,5815.197898,5699.781756,5717.538086,152050000,-0.019040446,5875.569727,5936.828874,5970.787817,0.018447127,BBCA.JK
3/25/2021,5682.026099,5717.538762,5619.878938,5655.391602,119101500,-0.010869448,5816.086133,5899.540625,5955.029126,0.018337618,BBCA.JK
3/26/2021,5655.391031,5721.977268,5593.243877,5695.342773,134467500,0.007064263,5754.826563,5881.488346,5942.155786,0.018462333,BBCA.JK
3/29/2021,5690.903518,5784.124247,5646.512695,5646.512695,113370500,-0.008573686,5708.660156,5855.445736,5926.618994,0.018505685,BBCA.JK
3/30/2021,5655.391014,5730.855415,5655.391014,5677.586426,83115500,0.005503172,5678.474316,5836.209701,5897.764966,0.013997219,BBCA.JK
3/31/2021,5673.147679,5677.586762,5455.632627,5517.779785,223390500,-0.028146932,5638.522656,5813.126497,5862.252319,0.01494183,BBCA.JK
4/1/2021,5517.77955,5566.609457,5464.51056,5526.657715,112286000,0.001608968,5612.775879,5784.716374,5827.849438,0.015015177,BBCA.JK
4/5/2021,5548.852817,5584.365475,5464.510254,5464.510254,73311500,-0.011245035,5566.609375,5748.611816,5802.768604,0.01277118,BBCA.JK
4/6/2021,5446.754177,5477.827754,5397.92427,5473.388672,80215000,0.001624742,5531.98457,5719.017936,5774.580444,0.012282011,BBCA.JK
4/7/2021,5464.510461,5571.048439,5446.754132,5548.853027,107908000,0.013787502,5506.237891,5696.822559,5753.716748,0.012837767,BBCA.JK
4/8/2021,5581.623466,5595.127393,5514.103827,5523.106445,123697500,-0.004639983,5507.303223,5673.798535,5736.670679,0.012440513,BBCA.JK
4/9/2021,5685.152157,5689.653465,5532.107681,5581.62207,116961000,0.010594694,5518.296094,5649.052702,5718.111304,0.012130955,BBCA.JK
4/12/2021,5667.147094,5667.147094,5455.585606,5460.086914,110411500,-0.021774164,5517.411426,5612.949121,5690.811719,0.012459867,BBCA.JK
4/13/2021,5446.583398,5455.586016,5383.565078,5401.570313,119211500,-0.010717156,5503.047754,5581.230827,5665.025391,0.012318764,BBCA.JK
4/14/2021,5496.098039,5676.150391,5455.58626,5676.150391,135519500,0.05083338,5528.507227,5571.073145,5654.743726,0.01743959,BBCA.JK
4/15/2021,5676.150588,5680.651897,5563.617864,5653.644043,102686500,-0.003965072,5554.614746,5566.813542,5644.002588,0.017446966,BBCA.JK
4/16/2021,5734.66695,5734.66695,5595.126389,5649.14209,79293500,-0.000796292,5568.11875,5566.396908,5628.819214,0.017035456,BBCA.JK
4/19/2021,5649.141933,5653.643242,5608.630158,5644.640625,47095000,-0.00079684,5605.029492,5563.016764,5610.969214,0.016856382,BBCA.JK
4/20/2021,5581.623161,5626.636251,5568.119234,5613.132324,72721000,-0.005581985,5647.341895,5560.791406,5597.758594,0.016348208,BBCA.JK
4/21/2021,5581.62244,5604.128982,5550.113281,5550.113281,68397000,-0.011227072,5622.134473,5552.293197,5583.838477,0.016418751,BBCA.JK
4/22/2021,5581.622539,5649.142167,5563.617305,5595.126465,63758000,0.008110318,5610.430957,5557.449642,5577.717896,0.016082315,BBCA.JK
4/23/2021,5653.643095,5757.173183,5604.128705,5752.671875,108498500,0.028157614,5631.136914,5572.517253,5582.581909,0.017149014,BBCA.JK
4/26/2021,5757.173314,5761.674622,5653.643223,5658.144531,108742000,-0.016431903,5633.837695,5585.426204,5580.721997,0.017512034,BBCA.JK
4/27/2021,5734.66711,5793.184121,5721.163184,5766.17627,132650000,0.019093139,5664.446484,5604.945378,5586.705176,0.017902796,BBCA.JK
4/28/2021,5761.675732,5766.177041,5685.153476,5689.654785,87660000,-0.01327075,5692.354785,5614.332161,5587.308594,0.018155669,BBCA.JK
4/29/2021,5815.690821,5815.690821,5725.664648,5770.677734,57355000,0.014240398,5727.465039,5630.836914,5599.953491,0.017108829,BBCA.JK
4/30/2021,5806.688047,5806.688047,5743.669727,5766.17627,65829500,-0.000780058,5730.165918,5643.140527,5611.929419,0.017122831,BBCA.JK
5/3/2021,5833.695423,5833.695423,5712.160101,5752.671875,42065500,-0.002342002,5749.071387,5662.646191,5626.3375,0.016867052,BBCA.JK
5/4/2021,5716.661236,5788.682165,5707.65862,5761.674316,50123500,0.001564915,5748.170996,5686.653125,5640.751782,0.016867259,BBCA.JK
5/5/2021,5779.679844,5788.682461,5761.674611,5784.181152,51685000,0.003906301,5767.07627,5693.855176,5652.518188,0.016669042,BBCA.JK
5/6/2021,5761.674611,5806.687694,5761.674611,5784.181152,38115500,0,5769.776953,5702.55765,5665.571924,0.016600853,BBCA.JK
5/7/2021,5815.690013,5815.690013,5748.170392,5761.674316,48864000,-0.003891101,5768.876563,5710.059798,5674.574536,0.016542283,BBCA.JK
5/10/2021,5761.674942,5779.680176,5757.173633,5779.680176,68180500,0.003125109,5774.278223,5719.062435,5690.554199,0.015590931,BBCA.JK
5/11/2021,5761.675347,5833.696289,5676.150479,5833.696289,70680000,0.009345865,5788.682617,5733.766699,5712.160498,0.015307363,BBCA.JK
5/17/2021,5851.700684,5851.700684,5739.167978,5851.700684,129058500,0.003086276,5802.186523,5753.872526,5720.938013,0.010618011,BBCA.JK
5/18/2021,5761.674491,5811.188882,5730.165334,5752.671875,73563000,-0.016923082,5795.884668,5764.375553,5725.889404,0.011344492,BBCA.JK
5/19/2021,5743.669314,5761.674547,5703.15754,5712.160156,64912500,-0.007042244,5785.981836,5761.674772,5729.040308,0.011479665,BBCA.JK
5/20/2021,5752.672539,5793.184318,5716.66207,5743.669922,64950000,0.005516261,5778.779785,5767.376465,5733.991772,0.011525443,BBCA.JK
5/21/2021,5806.687611,5806.687611,5635.637898,5725.664063,92620000,-0.003134905,5757.17334,5764.675651,5739.618359,0.011465475,BBCA.JK
