,created_at,author_id,text,retweet_count,like_count,reply_count,cleaned_text,sentiment_label,bert_confidence,custom_score
11,2025-08-15 08:36:28+00:00,577790231,"Halah org cuma bertahan itungan menit doang
Target 8k cuma dijadiin bahan pidato biar kedengeran keren🤡

https://t.co/jmLBt1b2Bd",0,0,0,halah org bertahan itungan menit doang target dijadiin bahan pidato biar kedengeran keren,negative,0.993314683,0
12,2025-08-15 08:35:15+00:00,1918670567143776256,"Jelang HUT KEMERDEKAAN RI IHSG jadi JUARA, masih ga percaya Pemerintah ? https://t.co/oebucS9J9l",0,0,0,jelang hut kemerdekaan ihsg juara percaya pemerintah,neutral,0.993771136,0
13,2025-08-15 08:32:26+00:00,1379125037878288389,"$IHSG 
Koreksi dulu boleh dong, kan ga harus naik tiap hari https://t.co/3LNc4Fa6JV",0,1,1,ihsg koreksi,negative,0.976567805,0
14,2025-08-15 08:31:33+00:00,847372542830444544,"IHSG Tembus 8.000, Ditopang Saham Konglo Hingga Perbankan
https://t.co/SQrJH6Q46J",0,0,0,ihsg tembus 8000 ditopang saham konglo perbankan,neutral,0.994293511,0
15,2025-08-15 08:30:57+00:00,1737826637251764224,Besok caranya ga begini mainya saham kebanyakan padahal modal 3 digit. Mau coba cara 3-4% tp masuk 100juta🤣 kayanya ihsg lebih cocok diginiin gak buat investing lagi🤣,0,0,0,besok mainya saham kebanyakan modal digit coba masuk 100juta kayanya ihsg cocok diginiin gak investing,positive,0.573349178,0
16,2025-08-15 08:27:51+00:00,1927285286871924736,"Chandra Widodo: Likuiditas Dorong Reli Bursa Global, Ekspektasi Penurunan Suku Bunga &amp; Rantai Pasok AI Jadi Sorotan Dana
#ChandraWidodo  
https://t.co/oIX5V8ZvS3",0,0,0,chandra widodo likuiditas dorong reli bursa global ekspektasi penurunan suku bunga amp rantai pasok sorotan dana,neutral,0.997455776,0
17,2025-08-15 08:22:09+00:00,85741863,"IHSG capai target 8.000, sesuai target CTAsaham, bos Bursa Efek Indonesia &amp; bos Danantara. ihsg hit high 8.017, setelah  pidato Kenegaraan Presiden Prabowo hari ini

#ctasaham
#saham
#IDX
#IHSG
#Danantara
#BEI
#PRABOWO
#DCII
#BREN
#BBCA
#8000
#hutri80
#VIPCTASaham
#trading https://t.co/rFOYZ9INx5",0,0,0,ihsg capai target 8000 sesuai target ctasaham bos bursa efek indonesia amp bos danantara ihsg hit high 8017 pidato kenegaraan presiden prabowo,neutral,0.997877955,0
18,2025-08-15 08:19:11+00:00,1270077187,"@Hasbil_Lbs Pas dan tidak ada yg kebetulan. HUT RI ke 80, IHSG tembus 8000",0,3,1,pas hut ihsg tembus 8000,positive,0.698904634,0
19,2025-08-15 08:18:39+00:00,1395025568131739649,"Cek your email guys. Yang ga nyantumin email DM aja.

Ada banyak bandar IHSG 8000 termasuk Mas @Gieehad .

Semoga berkah semua ya! https://t.co/BHKu7iifq6 https://t.co/eIx348fY05",0,5,2,cek your email guys nyantumin email aja bandar ihsg 8000 mas semoga berkah,neutral,0.997048199,0
20,2025-08-15 08:16:55+00:00,1433664896365830149,Presiden ke-8. Codename 08. Menjabat di HUT RI ke-80. IHSG nyampe angka 8000 https://t.co/UsqUxIgT4S https://t.co/YJTulHintr,0,0,0,presiden ke8 codename menjabat hut ke80 ihsg nyampe angka 8000,neutral,0.996604443,0
21,2025-08-15 08:13:18+00:00,1925322332043935744,RS + TM dapat ena2 sama sepupu sendiri🤭#phero #pemikatwanita #openBOjogja #openbobali #OPENBOBandung #openbosolo #openboSurabaya #openbojaksel #openbomalang #OpenBOMakassar #AvailJogja #availsurabaya #availjaksel #availbekasi #availSemarang #availmakassar #diponegorohero #IHSG https://t.co/tZmEgw5pwb,0,0,0,ena2 sepupu,positive,0.926748812,0
22,2025-08-15 08:13:18+00:00,69183155,Level 8.000 akhirnya dicapai pada pukul 10.26 WIB setelah dibuka pada level 7.931! Simak pantauannya: #IHSG https://t.co/77qga4eBui,1,1,0,level 8000 dicapai 1026 wib dibuka level 7931 simak pantauannya,neutral,0.998632967,0
23,2025-08-15 08:09:28+00:00,1307144779,"IHSG Melemah Tipis, Sempat Sentuh 8.000 Saat Pidato Prabowo di MPR https://t.co/C3EBdIxzai",0,0,0,ihsg melemah tipis sentuh 8000 pidato prabowo mpr,neutral,0.998309374,0
24,2025-08-15 08:02:31+00:00,1698580133068865536,"IHSG Sempat Sentuh 8.000, Tapi Turun Tipis di Akhir Sesi Pagi
https://t.co/dNXuC6Nt3V",0,0,0,ihsg sentuh 8000 turun tipis sesi pagi,negative,0.554616153,-1
25,2025-08-15 08:00:37+00:00,1643179691615096833,IHSG menyentuh level 8.000 bertepatan dengan pidato Presiden Prabowo Subianto pada Sidang Tahunan MPR dan Sidang Bersama DPR dan DPD.,0,0,0,ihsg menyentuh level 8000 bertepatan pidato presiden prabowo subianto sidang tahunan mpr sidang dpr dpd,neutral,0.998943508,0
26,2025-08-15 08:00:24+00:00,1643179691615096833,"Breaking! IHSG Tembus 8.000 Saat Pidato Presiden Prabowo 🇲🇨

Jakarta, CNBC Indonesia — Indeks Harga Saham Gabungan (IHSG) tembus level 8.000 hari ini, Jumat (15/8/2025) pada pukul 10.29 WIB. Indeks naik 80,71% atau 1,02% ke level 8.011,96. https://t.co/ZNUD3HWhDQ",0,0,2,breaking ihsg tembus 8000 pidato presiden prabowo jakarta cnbc indonesia indeks harga saham gabungan ihsg tembus level 8000 jumat 1582025 1029 wib indeks 8071 102 level 801196,neutral,0.997730196,0
27,2025-08-15 07:59:49+00:00,82042655,IHSG tembus 8000 saat pidato presiden @prabowo pecahkan rekor sepanjang sejarah! https://t.co/4jUPuO4bs4,1,2,0,ihsg tembus 8000 pidato presiden pecahkan rekor sejarah,neutral,0.980647385,0
28,2025-08-15 07:58:52+00:00,326867343,"Ajaib nih IHSG
🤣🤣🤣",0,0,0,ajaib nih ihsg,positive,0.862293303,0
29,2025-08-15 07:58:12+00:00,1698580133068865536,"Pidato Kenegaraan Presiden Prabowo, IHSG Pecah Rekor 8.000
https://t.co/pEAhC1yals",0,0,0,pidato kenegaraan presiden prabowo ihsg pecah rekor 8000,neutral,0.997354984,0
30,2025-08-15 07:58:04+00:00,1606134650640158720,@manesinamso Plus IHSG 8000 tapi jual gorengan 😂,0,0,1,plus ihsg 8000 jual gorengan,negative,0.833068371,-1
31,2025-08-15 07:57:39+00:00,86026489,IHSG sampe 8ribu tapi nilai portoku mines 400rb hari ini.,0,0,0,ihsg sampe 8ribu nilai portoku mines 400rb,positive,0.814015031,0
